alarms
spname,ALID,eqname,eqALID,idTSN,setCEID,clearCEID,category,isEnabled,isSet,ALTX
GEMPORT,16789326,GEMPROBER,16779326,U4,0,0,0,1,0,ARM VACUUM ON ERROR
GEMPORT,16789327,GEMPROBER,16779327,U4,0,0,0,1,0,ARM VACUUM OFF ERROR
GEMPORT,16789336,GEMPROBER,16779336,U4,0,0,0,1,0,SUBCHUCK VACUUM ON ERROR
GEMPORT,16789337,GEMPROBER,16779337,U4,0,0,0,1,0,SUBCHUCK VACUUM OFF ERROR
GEMPORT,16789346,GEMPROBER,16779346,U4,0,0,0,1,0,SUBCHUCK Z DOWN ERROR
GEMPORT,16789347,GEMPROBER,16779347,U4,0,0,0,1,0,SUBCHUCK Z UP ERROR
GEMPORT,16789348,GEMPROBER,16779348,U4,0,0,0,1,0,SUBCHUCK Z MIDDLE ERROR
GEMPORT,16789349,GEMPROBER,16779349,U4,0,0,0,1,0,SUBCHUCK LOW SOLENOID POSITION SENSOR DEFECT
GEMPORT,16789350,GEMPROBER,16779350,U4,0,0,0,1,0,SUBCHUCK UP SOLENOID POSITION SENSOR DEFECT
GEMPORT,16789356,GEMPROBER,16779356,U4,0,0,0,1,0,LOADER Z DOWN ERROR
GEMPORT,16789357,GEMPROBER,16779357,U4,0,0,0,1,0,LOADER Z UP ERROR
GEMPORT,16789359,GEMPROBER,16779359,U4,0,0,0,1,0,LOADER Z LOCK PIN UNLOCK ERROR
GEMPORT,16789360,GEMPROBER,16779360,U4,0,0,0,1,0,LOADER Z LOCK PIN LOCK ERROR
GEMPORT,16789361,GEMPROBER,16779361,U4,0,0,0,1,0,LOADER Z POSITION ILLEGAL
GEMPORT,16789362,GEMPROBER,16779362,U4,0,0,0,1,0,UPPER ARM IS NOT AT ITS HOME POSITION (LOADER Z DRIVE)
GEMPORT,16789363,GEMPROBER,16779363,U4,0,0,0,1,0,LOWER ARM IS NOT AT ITS HOME POSITION (LOADER Z DRIVE)
GEMPORT,16789364,GEMPROBER,16779364,U4,0,0,0,1,0,LOADER q IS NOT AT ITS HOME POSITION(LOADER q DRIVE)
GEMPORT,16789365,GEMPROBER,16779365,U4,0,0,0,1,0,LOAD PORT 1 DOOR IS OPEN (LOADER Z DRIVE)
GEMPORT,16789366,GEMPROBER,16779366,U4,0,0,0,1,0,LOAD PORT 2 DOOR IS OPEN (LOADER Z DRIVE)
GEMPORT,16789367,GEMPROBER,16779367,U4,0,0,0,1,0,WAFER TABLE DOOR IS OPEN (LOADER Z DRIVE)
GEMPORT,16789368,GEMPROBER,16779368,U4,0,0,0,1,0,LOADER Z POSITION SENSOR DEFECT
GEMPORT,16789376,GEMPROBER,16779376,U4,0,0,0,1,0,CANNOT OPEN SHUTTER (ARM DRIVE)
GEMPORT,16789377,GEMPROBER,16779377,U4,0,0,0,1,0,CANNOT CLOSE SHUTTER (ARM DRIVE)
GEMPORT,16789378,GEMPROBER,16779378,U4,0,0,0,1,0,THE SHUTTER CANT OPEN BECAUSE THE BRIDGE ISNT AT THE HOME
GEMPORT,16789379,GEMPROBER,16779379,U4,0,0,0,1,0,SHUTTER OPEN CLOSE SENSOR DEFECT
GEMPORT,16789380,GEMPROBER,16779380,U4,0,0,0,1,0,BOTH ARMS ARE NOT INTERRUPTING THE ORIGIN SENSORS
GEMPORT,16789386,GEMPROBER,16779386,U4,0,0,0,1,0,NO WAFER IS ON WAFER TABLE
GEMPORT,16789387,GEMPROBER,16779387,U4,0,0,0,1,0,WAFER I S ON WAFER TABLE
GEMPORT,16789389,GEMPROBER,16779389,U4,0,0,0,1,0,THE WAFER IS NOT RETURNED TO THE WAFER TABLE
GEMPORT,16789391,GEMPROBER,16779391,U4,0,0,0,1,0,NO RETURN FOR WAFER ON WAFER TABLE
GEMPORT,16789392,GEMPROBER,16779392,U4,0,0,0,1,0,WAFER TABLE LOADING FAILURE
GEMPORT,16789393,GEMPROBER,16779393,U4,0,0,0,1,0,WAFER TABLE UNLOADING FAILURE
GEMPORT,16789396,GEMPROBER,16779396,U4,0,0,0,1,0,NO WAFER IS ON BUFFER TABLE
GEMPORT,16789397,GEMPROBER,16779397,U4,0,0,0,1,0,WAFER IS ON BUFFER TABLE
GEMPORT,16789399,GEMPROBER,16779399,U4,0,0,0,1,0,BUFFER TABLE LOADING ERROR
GEMPORT,16789400,GEMPROBER,16779400,U4,0,0,0,1,0,BUFFER TABLE UNLOADING ERROR
GEMPORT,16789401,GEMPROBER,16779401,U4,0,0,0,1,0,CANNOT MOVE WAFER AS THERE IS NO WAFER ON MAIN CHUCK
GEMPORT,16789419,GEMPROBER,16779419,U4,0,0,0,1,0,PREALIGN SENSOR DATA ERROR
GEMPORT,16789421,GEMPROBER,16779421,U4,0,0,0,1,0,PREALIGNMENT DATA ILLEGAL
GEMPORT,16789426,GEMPROBER,16779426,U4,0,0,0,1,0,THE SLIDER IS NOT AT ITS HOME POSITION PRESS THE CONFIRM BUTTON TO
GEMPORT,16789431,GEMPROBER,16779431,U4,0,0,0,1,0,THE SLIDE IS NOT INITIALIZED. PRESS OK AND MOVE TO THE UNLOAD POSITION
GEMPORT,16789436,GEMPROBER,16779436,U4,0,0,0,1,0,THE SLIDER IS NOT AT ITS DRAW­OUT POSITION PRESS THE CONFIRM BUTTON TO
GEMPORT,16789516,GEMPROBER,16779516,U4,0,0,0,1,0,ARM NUMBER ERROR
GEMPORT,16789517,GEMPROBER,16779517,U4,0,0,0,1,0,THERE SHOULD BE NO WAFER ON ARM
GEMPORT,16789518,GEMPROBER,16779518,U4,0,0,0,1,0,WAFER SHOULD BE ON ARM
GEMPORT,16789520,GEMPROBER,16779520,U4,0,0,0,1,0,BECAUSE THERE IS A JIG ON THE ARM IT CANNOT MOVE TO THE HOME POSITION
GEMPORT,16789568,GEMPROBER,16779568,U4,0,0,0,1,0,THERE SHOULD BE NO WAFER ON CASSETTE SLOT
GEMPORT,16789569,GEMPROBER,16779569,U4,0,0,0,1,0,WAFER SHOULD BE ON CASSETTE SLOT
GEMPORT,16789576,GEMPROBER,16779576,U4,0,0,0,1,0,ARM ROBOT POSITION ILLEGAL
GEMPORT,16789586,GEMPROBER,16779586,U4,0,0,0,1,0,MOTOR PROTECT
GEMPORT,16789587,GEMPROBER,16779587,U4,0,0,0,1,0,UPPER ARM ORIGIN SENSOR DEFECTIVE
GEMPORT,16789588,GEMPROBER,16779588,U4,0,0,0,1,0,LOWER ARM ORIGIN SENSOR DEFECTIVE
GEMPORT,16789590,GEMPROBER,16779590,U4,0,0,0,1,0,LOADER q ORIGIN SENSOR DEFECTIVE
GEMPORT,16789591,GEMPROBER,16779591,U4,0,0,0,1,0,LOADER Z ORIGIN SENSOR DEFECTIVE
GEMPORT,16789592,GEMPROBER,16779592,U4,0,0,0,1,0,SLIDER ORIGIN SENSOR DEFECTIVE
GEMPORT,16789596,GEMPROBER,16779596,U4,0,0,0,1,0,SYSTEM MEMORY ALLOCATION ERROR
GEMPORT,16789597,GEMPROBER,16779597,U4,0,0,0,1,0,SYSTEM CLOCK ERROR
GEMPORT,16789599,GEMPROBER,16779599,U4,0,0,0,1,0,POWER TRIPPED (FUSE BLOWN)
GEMPORT,16789617,GEMPROBER,16779617,U4,0,0,0,1,0,PREALIGNMENT CONVERTED DATA ERROR
GEMPORT,16789618,GEMPROBER,16779618,U4,0,0,0,1,0,PREALIGNMENT CONVERTED DATA ERROR
GEMPORT,16789620,GEMPROBER,16779620,U4,0,0,0,1,0,PREALIGNMENT ECCENTRICITY CALCULATION ILLEGAL
GEMPORT,16789626,GEMPROBER,16779626,U4,0,0,0,1,0,PREALIGNMENT INPUT WAFER SIZE ERROR
GEMPORT,16789627,GEMPROBER,16779627,U4,0,0,0,1,0,PREALIGNMENT SPECIAL FLAT ORIENTATION ERROR
GEMPORT,16789636,GEMPROBER,16779636,U4,0,0,0,1,0,PREALIGNMENT WAFER ECCENTRICITY SIZE ERROR
GEMPORT,16789637,GEMPROBER,16779637,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OR NOTCH NOT FOUND
GEMPORT,16789638,GEMPROBER,16779638,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OVER 90°
GEMPORT,16789641,GEMPROBER,16779641,U4,0,0,0,1,0,PREALIGNMENT FLAT ORIENTATION OR NOTCH COUNT ERROR
GEMPORT,16789646,GEMPROBER,16779646,U4,0,0,0,1,0,POSITION WAFER FO ON WT IN SAME DIRECTION AS ONE ON MC
GEMPORT,16789766,GEMPROBER,16779766,U4,0,0,0,1,0,UNABLE TO CLEAR LOADER MOTOR ALARM
GEMPORT,16789768,GEMPROBER,16779768,U4,0,0,0,1,0,UNABLE TO MAGNETIZATION LOADER MOTOR
GEMPORT,16789770,GEMPROBER,16779770,U4,0,0,0,1,0,UNABLE TO RELEASE LOADER MOTOR BRAKE
GEMPORT,16789816,GEMPROBER,16779816,U4,0,0,0,1,0,INITIAL PROCESSING ERROR
GEMPORT,16789826,GEMPROBER,16779826,U4,0,0,0,1,0,UNABLE TO READ HARD DISK MACHINE DATA
GEMPORT,16789828,GEMPROBER,16779828,U4,0,0,0,1,0,UNABLE TO READ CASSETTE DATA ON HARD DISK
GEMPORT,16789830,GEMPROBER,16779830,U4,0,0,0,1,0,UNABLE TO READ HARD DISK MOTOR DATA
GEMPORT,16789831,GEMPROBER,16779831,U4,0,0,0,1,0,UNABLE TO WRITE MACHINE DATA TO HARD DISK
GEMPORT,16789832,GEMPROBER,16779832,U4,0,0,0,1,0,UNABLE TO WRITE MOTOR DATA TO HARD DISK
GEMPORT,16789833,GEMPROBER,16779833,U4,0,0,0,1,0,UNABLE TO WRITE CASSETTE DATA TO HARD DISK
GEMPORT,16789836,GEMPROBER,16779836,U4,0,0,0,1,0,UNABLE TO DELETE TASK FOR LOADER INTERRUPT PROCESS
GEMPORT,16789838,GEMPROBER,16779838,U4,0,0,0,1,0,UNABLE TO DELETE LOADER INITIAL TASK
GEMPORT,16789840,GEMPROBER,16779840,U4,0,0,0,1,0,UNABLE TO LOAD FUNCTION TASK DELETE
GEMPORT,16789843,GEMPROBER,16779843,U4,0,0,0,1,0,CANNOT DELETE LOADER SLIDE TASK
GEMPORT,16789848,GEMPROBER,16779848,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER INITIAL TASK
GEMPORT,16789850,GEMPROBER,16779850,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER FUNCTION TASK
GEMPORT,16789852,GEMPROBER,16779852,U4,0,0,0,1,0,UNABLE TO DELETE MESSAGE q FOR LOADER DIAGNOSTIC TASK
GEMPORT,16789853,GEMPROBER,16779853,U4,0,0,0,1,0,CANNOT DELETE MESSAGE q FOR LOADER SLIDE TASK
GEMPORT,16789916,GEMPROBER,16779916,U4,0,0,0,1,0,UNEXPECTED MESSAGE RECEIVED
GEMPORT,16789917,GEMPROBER,16779917,U4,0,0,0,1,0,UNDEFINED ERROR MESSAGE
GEMPORT,16789918,GEMPROBER,16779918,U4,0,0,0,1,0,FORMAT ERROR MESSAGE RECEIVED
GEMPORT,16789926,GEMPROBER,16779926,U4,0,0,0,1,0,ORIGIN POSITION TRANSFER NOT COMPLETED
GEMPORT,16789927,GEMPROBER,16779927,U4,0,0,0,1,0,ARMS NOT INTERRUPTING ORIGIN SENSORS
GEMPORT,16789928,GEMPROBER,16779928,U4,0,0,0,1,0,THE INDEX IS TOO LARGE
GEMPORT,16789936,GEMPROBER,16779936,U4,0,0,0,1,0,UNLOAD ALARM STOP WAFER
GEMPORT,16789966,GEMPROBER,16779966,U4,0,0,0,1,0,UNLOAD ALARM STOP WAFER
GEMPORT,16789967,GEMPROBER,16779967,U4,0,0,0,1,0,WAFER TAKE­OUT COMPLETE
GEMPORT,16789986,GEMPROBER,16779986,U4,0,0,0,1,0,WAFER REARRANGING COMPLETED
GEMPORT,16789987,GEMPROBER,16779987,U4,0,0,0,1,0,WAFER REARRANGING DATA DEFECT
GEMPORT,16790017,GEMPROBER,16780017,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 1 OF CASSETTE 1
GEMPORT,16790018,GEMPROBER,16780018,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 2 OF CASSETTE 1
GEMPORT,16790019,GEMPROBER,16780019,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 3 OF CASSETTE 1
GEMPORT,16790020,GEMPROBER,16780020,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 4 OF CASSETTE 1
GEMPORT,16790021,GEMPROBER,16780021,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 5 OF CASSETTE 1
GEMPORT,16790022,GEMPROBER,16780022,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 6 OF CASSETTE 1
GEMPORT,16790023,GEMPROBER,16780023,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 7 OF CASSETTE 1
GEMPORT,16790024,GEMPROBER,16780024,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 8 OF CASSETTE 1
GEMPORT,16790025,GEMPROBER,16780025,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 9 OF CASSETTE 1
GEMPORT,16790026,GEMPROBER,16780026,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 10 OF CASSETTE 1
GEMPORT,16790027,GEMPROBER,16780027,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 11 OF CASSETTE 1
GEMPORT,16790028,GEMPROBER,16780028,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 12 OF CASSETTE 1
GEMPORT,16790029,GEMPROBER,16780029,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 13 OF CASSETTE 1
GEMPORT,16790030,GEMPROBER,16780030,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 14 OF CASSETTE 1
GEMPORT,16790031,GEMPROBER,16780031,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 15 OF CASSETTE 1
GEMPORT,16790032,GEMPROBER,16780032,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 16 OF CASSETTE 1
GEMPORT,16790033,GEMPROBER,16780033,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 17 OF CASSETTE 1
GEMPORT,16790034,GEMPROBER,16780034,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 18 OF CASSETTE 1
GEMPORT,16790035,GEMPROBER,16780035,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 19 OF CASSETTE 1
GEMPORT,16790036,GEMPROBER,16780036,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 20 OF CASSETTE 1
GEMPORT,16790037,GEMPROBER,16780037,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 21 OF CASSETTE 1
GEMPORT,16790038,GEMPROBER,16780038,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 22 OF CASSETTE 1
GEMPORT,16790039,GEMPROBER,16780039,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 23 OF CASSETTE 1
GEMPORT,16790040,GEMPROBER,16780040,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 24 OF CASSETTE 1
GEMPORT,16790041,GEMPROBER,16780041,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 25 OF CASSETTE 1
GEMPORT,16790042,GEMPROBER,16780042,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 26 OF CASSETTE 1
GEMPORT,16790043,GEMPROBER,16780043,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 27 OF CASSETTE 1
GEMPORT,16790044,GEMPROBER,16780044,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 28 OF CASSETTE 1
GEMPORT,16790045,GEMPROBER,16780045,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 29 OF CASSETTE 1
GEMPORT,16790046,GEMPROBER,16780046,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 30 OF CASSETTE 1
GEMPORT,16790047,GEMPROBER,16780047,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 31 OF CASSETTE 1
GEMPORT,16790117,GEMPROBER,16780117,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 1 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790118,GEMPROBER,16780118,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 2 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790119,GEMPROBER,16780119,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 3 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790120,GEMPROBER,16780120,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 4 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790121,GEMPROBER,16780121,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 5 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790122,GEMPROBER,16780122,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 6 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790123,GEMPROBER,16780123,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 7 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790124,GEMPROBER,16780124,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 8 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790125,GEMPROBER,16780125,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 9 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790126,GEMPROBER,16780126,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 10 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790127,GEMPROBER,16780127,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 11 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790128,GEMPROBER,16780128,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 12 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790129,GEMPROBER,16780129,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 13 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790130,GEMPROBER,16780130,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 14 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790131,GEMPROBER,16780131,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 15 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790132,GEMPROBER,16780132,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 16 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790133,GEMPROBER,16780133,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 17 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790134,GEMPROBER,16780134,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 18 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790135,GEMPROBER,16780135,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 19 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790136,GEMPROBER,16780136,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 20 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790137,GEMPROBER,16780137,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 21 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790138,GEMPROBER,16780138,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 22 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790139,GEMPROBER,16780139,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 23 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790140,GEMPROBER,16780140,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 24 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790141,GEMPROBER,16780141,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 25 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790142,GEMPROBER,16780142,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 26 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790143,GEMPROBER,16780143,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 27 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790144,GEMPROBER,16780144,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 28 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790145,GEMPROBER,16780145,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 29 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790146,GEMPROBER,16780146,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 30 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790147,GEMPROBER,16780147,U4,0,0,0,1,0,THERE IS A WAFER IN SLOT 31 OF CASSETTE 1 SO WAFER CANNOT BE UNLOADED
GEMPORT,16790166,GEMPROBER,16780166,U4,0,0,0,1,0,THERE IS NO NUMBER 1 CARRIER
GEMPORT,16790167,GEMPROBER,16780167,U4,0,0,0,1,0,THERE IS NO NUMBER 2 CARRIER
GEMPORT,16790168,GEMPROBER,16780168,U4,0,0,0,1,0,THERE ARE NO CARRIERS
GEMPORT,16790171,GEMPROBER,16780171,U4,0,0,0,1,0,NO. 1 CASSETTE HAS NOT BEEN CLAMPED
GEMPORT,16790172,GEMPROBER,16780172,U4,0,0,0,1,0,NO. 2 CASSETTE HAS NOT BEEN CLAMPED
GEMPORT,16790173,GEMPROBER,16780173,U4,0,0,0,1,0,CANNOT RELEASE CASSETTE 1
GEMPORT,16790174,GEMPROBER,16780174,U4,0,0,0,1,0,CANNOT RELEASE CASSETTE 2
GEMPORT,16790175,GEMPROBER,16780175,U4,0,0,0,1,0,LOAD PORT 1 WILL NOT GO FLAT
GEMPORT,16790176,GEMPROBER,16780176,U4,0,0,0,1,0,LOAD PORT 2 WILL NOT GO FLAT
GEMPORT,16790177,GEMPROBER,16780177,U4,0,0,0,1,0,LOAD PORT 1 WILL NOT TILT
GEMPORT,16790178,GEMPROBER,16780178,U4,0,0,0,1,0,CASSETTE 2 WILL NOT TILT
GEMPORT,16790186,GEMPROBER,16780186,U4,0,0,0,1,0,A WAFER IS PROTRUDING FROM CASSETTE 1
GEMPORT,16790187,GEMPROBER,16780187,U4,0,0,0,1,0,A WAFER IS PROTRUDING FROM CASSETTE 2
GEMPORT,16790196,GEMPROBER,16780196,U4,0,0,0,1,0,SMIF COMMUNICATION ERROR
GEMPORT,16790206,GEMPROBER,16780206,U4,0,0,0,1,0,MOVEMENT OF THE LOADER Z FAILED
GEMPORT,16790207,GEMPROBER,16780207,U4,0,0,0,1,0,THERE IS NO EMPTY SLOT
GEMPORT,16790208,GEMPROBER,16780208,U4,0,0,0,1,0,THE LOADER Z IS NOT AT THE HOME POSITION
GEMPORT,16790210,GEMPROBER,16780210,U4,0,0,0,1,0,ADJUSTMENT WAS NOT COMPLETED.
GEMPORT,16790217,GEMPROBER,16780217,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 1 OF CASSETTE 2
GEMPORT,16790218,GEMPROBER,16780218,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 2 OF CASSETTE 2
GEMPORT,16790219,GEMPROBER,16780219,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 3 OF CASSETTE 2
GEMPORT,16790220,GEMPROBER,16780220,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 4 OF CASSETTE 2
GEMPORT,16790221,GEMPROBER,16780221,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 5 OF CASSETTE 2
GEMPORT,16790222,GEMPROBER,16780222,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 6 OF CASSETTE 2
GEMPORT,16790223,GEMPROBER,16780223,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 7 OF CASSETTE 2
GEMPORT,16790224,GEMPROBER,16780224,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 8 OF CASSETTE 2
GEMPORT,16790225,GEMPROBER,16780225,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 9 OF CASSETTE 2
GEMPORT,16790226,GEMPROBER,16780226,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 10 OF CASSETTE 2
GEMPORT,16790227,GEMPROBER,16780227,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 11 OF CASSETTE 2
GEMPORT,16790228,GEMPROBER,16780228,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 12 OF CASSETTE 2
GEMPORT,16790229,GEMPROBER,16780229,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 13 OF CASSETTE 2
GEMPORT,16790230,GEMPROBER,16780230,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 14 OF CASSETTE 2
GEMPORT,16790231,GEMPROBER,16780231,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 15 OF CASSETTE 2
GEMPORT,16790232,GEMPROBER,16780232,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 16 OF CASSETTE 2
GEMPORT,16790233,GEMPROBER,16780233,U4,0,0,0,1,0,CANNOT TAKE OUT WAFER BECAUSE THERE ISNT ONE IN SLOT 17 OF CASSETTE 2
